column,name,lifetime_years,annual_km,lifetime_km,electricity_region,vehicle_weight_kg,battery_capacity_kwh,production_region,battery_chemistry,hydrogen_pathway,occupancy,service_vehicle,service_km_per_vehicle_day,vehicles_per_service_trip,share_steel,share_stainless_steel,share_cast_iron,share_wrought_aluminum,share_cast_aluminum,share_copper_brass,share_glass,share_plastics,share_carbon_fiber,share_rubber,share_others,battery_replacements,fluids_energy_mj,fluids_ghg_g,fluids_weight_scaled,fuel_consumption_per_100km,electricity_consumption_kwh_per_km,hydrogen_consumption_per_100km,electric_driving_share,fuel_type,delivery_weight_computed,delivery_weight_kg,delivery_km_air,delivery_km_ship,delivery_km_train_a,delivery_km_train_b,delivery_km_heavy_truck_a,delivery_km_heavy_truck_b,delivery_km_medium_truck_a,delivery_km_medium_truck_b,delivery_km_van_a,delivery_km_van_b,services_uses_intensity_table,infra_category,infra1_type,infra2_type,infra1_asphalt_t_per_km,infra1_cement_t_per_km,infra1_steel_t_per_km,infra2_asphalt_t_per_km,infra2_cement_t_per_km,infra2_steel_t_per_km,infra1_lifetime_years,infra2_lifetime_years,infra1_annual_use_mvkm,infra2_annual_use_mvkm,infra_share_1,infra_rail_allocation
DJ,Ridesourcing - Shared minibus - FCEV,7.0735718042434765,48000,339531.4466036869,World,4081.9599178517346,6.457642700556139,With Al smelting mostly form coal,NMC111,Natural gas,7.396488815682954,Ridesourcing - Shared minibus - FCEV,0,1,0.5566742688671777,0.023354658930930205,0.016886610166077846,0.040353754346906676,0.05578748788722458,0.026929108133027548,0.031322509393159496,0.08967346787758695,0.042276493648005335,0.0793872947293267,0.037263455679036925,0,7.724875070298075,585701.2272925106,0,0.0,0.0,6.7747698146364685,0.0,,0,4127.237615678059,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Shared cars,Urban road,,1,212.5,0.1,0,0,0,30,30,1110.649165528301,0,1,0
DK,Bus - ICE (lifetime 25% lower),6.75,44000,330000,World,10398,0.0,With Al smelting mostly form coal,,,17,Bus - ICE (lifetime 25% lower),13.394216133942162,1,0.6061742642815926,0.0,0.0,0.073283870149854,0.08693924968088267,0.010482785150990576,0.0471244470090402,0.09126755145220235,0.0,0.038949798038084245,0.04577803423735334,0,26.15203290177497,2060032.7314532786,0,40.93241011705685,0.0,0.0,0.0,Diesel (Oil),0,10398,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DL,Bus - ICE (lifetime 25% larger),11.25,44000,550000,World,10398,0.0,With Al smelting mostly form coal,,,17,Bus - ICE (lifetime 25% larger),13.394216133942162,1,0.6061742642815926,0.0,0.0,0.073283870149854,0.08693924968088267,0.010482785150990576,0.0471244470090402,0.09126755145220235,0.0,0.038949798038084245,0.04577803423735334,0,43.586721502958284,3433387.8857554644,0,40.93241011705685,0.0,0.0,0.0,Diesel (Oil),0,10398,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DM,Bus - ICE (100% bus lane),9,44000,440000,World,10398,0.0,With Al smelting mostly form coal,,,17,Bus - ICE (100% bus lane),13.394216133942162,1,0.6061742642815926,0.0,0.0,0.073283870149854,0.08693924968088267,0.010482785150990576,0.0471244470090402,0.09126755145220235,0.0,0.038949798038084245,0.04577803423735334,0,34.86937720236663,2746710.3086043713,0,36.83916910535116,0.0,0.0,0.0,Diesel (Oil),0,10398,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,1,0
DN,Bus - ICE (deadheading doubled),9,44000,484000,World,10398,0.0,With Al smelting mostly form coal,,,17,Bus - ICE (deadheading doubled),26.788432267884325,1,0.6061742642815926,0.0,0.0,0.073283870149854,0.08693924968088267,0.010482785150990576,0.0471244470090402,0.09126755145220235,0.0,0.038949798038084245,0.04577803423735334,0,34.86937720236663,2746710.3086043713,0,40.93241011705685,0.0,0.0,0.0,Diesel (Oil),0,10398,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DO,Bus - ICE (ridership down by 50%),9,44000,440000,World,10398,0.0,With Al smelting mostly form coal,,,8.5,Bus - ICE (ridership down by 50%),13.394216133942162,1,0.6061742642815926,0.0,0.0,0.073283870149854,0.08693924968088267,0.010482785150990576,0.0471244470090402,0.09126755145220235,0.0,0.038949798038084245,0.04577803423735334,0,34.86937720236663,2746710.3086043713,0,40.93241011705685,0.0,0.0,0.0,Diesel (Oil),0,10398,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DP,Bus - ICE (ridership up by 50%),9,44000,440000,World,10398,0.0,With Al smelting mostly form coal,,,25.5,Bus - ICE (ridership up by 50%),13.394216133942162,1,0.6061742642815926,0.0,0.0,0.073283870149854,0.08693924968088267,0.010482785150990576,0.0471244470090402,0.09126755145220235,0.0,0.038949798038084245,0.04577803423735334,0,34.86937720236663,2746710.3086043713,0,40.93241011705685,0.0,0.0,0.0,Diesel (Oil),0,10398,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DQ,Bus - ICE,9,44000,440000,World,10398,0.0,With Al smelting mostly form coal,,,17,Bus - ICE,13.394216133942162,1,0.6061742642815926,0.0,0.0,0.073283870149854,0.08693924968088267,0.010482785150990576,0.0471244470090402,0.09126755145220235,0.0,0.038949798038084245,0.04577803423735334,0,34.86937720236663,2272556.840722885,0,40.93241011705685,0.0,0.0,0.0,Diesel (Oil),0,10398,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DR,Bus - HEV,9,44000,440000,World,10230,20,With Al smelting mostly form coal,LFP: solid state,,17,Bus - HEV,13.394216133942162,1,0.6161290322580645,0.0,0.0,0.0744873589265085,0.08836699102461565,0.010654936461388074,0.047898338220918865,0.09276637341153471,0.0,0.039589442815249266,0.030107526881720432,0,36.782339289888725,2397231.13739334,0,30.13206243650305,0.0,0.0,0.0,Diesel (Oil),0,10402.54263511166,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DS,"Bus - BEV (two packs, 100% zero-carbon electricity)",9,44000,440000,"100% solar, wind or hydro",11606.514836002854,650,With Al smelting mostly form coal,LFP: solid state,,17,"Bus - BEV (two packs, 100% zero-carbon electricity)",13.394216133942162,1,0.48830579610686975,0.0,0.0,0.12906829387816038,0.15311828652626472,0.018462387313374753,0.042217668863011606,0.0817644239816286,0.0,0.03489419569289735,0.052168947637792874,0,7.488653718050826,567790.8876863878,0,0.0,1.3739999999999999,0.0,1,,0,17214.15047713182,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DT,Bus - BEV (two packs),9,44000,440000,World,11606.514836002854,650,With Al smelting mostly form coal,LFP: solid state,,17,Bus - BEV (two packs),13.394216133942162,1,0.48830579610686975,0.0,0.0,0.12906829387816038,0.15311828652626472,0.018462387313374753,0.042217668863011606,0.0817644239816286,0.0,0.03489419569289735,0.052168947637792874,0,7.488653718050826,567790.8876863878,0,0.0,1.3739999999999999,0.0,1,,0,17214.15047713182,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DU,Bus - BEV,9,44000,440000,World,11606.514836002854,325,With Al smelting mostly form coal,LFP: solid state,,17,Bus - BEV,13.394216133942162,1,0.48830579610686975,0.0,0.0,0.12906829387816038,0.15311828652626472,0.018462387313374753,0.042217668863011606,0.0817644239816286,0.0,0.03489419569289735,0.052168947637792874,0,7.488653718050826,567790.8876863878,0,0.0,1.3739999999999999,0.0,1,,0,14410.332656567338,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DV,"Bus - FCEV, hydrogen from electrolysis (100% zero-carbon electricity)",9,44000,440000,World,12114.258414449205,20,With Al smelting mostly form coal,LFP: solid state,Electrolysis (Renewables),17,"Bus - FCEV, hydrogen from electrolysis (100% zero-carbon electricity)",13.394216133942162,1,0.48830579610686975,0.0,0.0,0.12906829387816038,0.15311828652626472,0.018462387313374753,0.042217668863011606,0.0817644239816286,0.0,0.03489419569289735,0.052168947637792874,0,7.488653718050826,567790.8876863878,0,0.0,0.0,19.48560853213875,0.0,,0,12286.801049560865,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DW,Bus - FCEV,9,44000,440000,World,12114.258414449205,20,With Al smelting mostly form coal,LFP: solid state,Natural gas,17,Bus - FCEV,13.394216133942162,1,0.489467374060887,0.0,0.0,0.12622393275230104,0.14670281025492055,0.02323872540474696,0.041031641244837096,0.08254456819919255,0.0,0.03411414090571701,0.0566768071773978,0,9.009623581077808,683111.0588662501,0,0.0,0.0,19.48560853213875,0.0,,0,12286.801049560865,0.0,0.0,5000,0.0,0.0,1000,0.0,0.0,0.0,0.0,0,Buses,Bus lane,Urban road,1,212.5,0.1,1,212.5,0.1,30,30,230.64687168610814,1110.649165528301,0.03356022289872266,0
DX,Metro/urban train (infrastructure lifetime 25% higher),40,66000,2640000,World,186000,0.0,With Al smelting mostly form coal,,,190,None,0,0.0,0.6973027770768572,0.0,0.0,0.10861380070225703,0.0,0.0,0.016837199637091876,0.052161032090813644,0.0,0.03142546104528821,0.09365972944769202,0,14.29948372288447,1084189.0761891042,0,0.0,17.72111111111111,0.0,1,,0,186000,0.0,5000,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Metro,Metro track,,0,2512.5,960,0,0,0,62.5,50,103.98009950248756,0,1,1
DY,Metro/urban train (infrastructure lifetime 25% lower),40,66000,2640000,World,186000,0.0,With Al smelting mostly form coal,,,190,None,0,0.0,0.6973027770768572,0.0,0.0,0.10861380070225703,0.0,0.0,0.016837199637091876,0.052161032090813644,0.0,0.03142546104528821,0.09365972944769202,0,14.29948372288447,1084189.0761891042,0,0.0,17.72111111111111,0.0,1,,0,186000,0.0,5000,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Metro,Metro track,,0,2512.5,960,0,0,0,37.5,50,103.98009950248756,0,1,1
DZ,Metro/urban train (network usage frequency down by 25%),40,66000,2640000,World,186000,0.0,With Al smelting mostly form coal,,,190,None,0,0.0,0.6973027770768572,0.0,0.0,0.10861380070225703,0.0,0.0,0.016837199637091876,0.052161032090813644,0.0,0.03142546104528821,0.09365972944769202,0,14.29948372288447,1084189.0761891042,0,0.0,17.72111111111111,0.0,1,,0,186000,0.0,5000,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Metro,Metro track,,0,2512.5,960,0,0,0,50,50,77.98507462686567,0,1,1
EA,Metro/urban train (network usage frequency up by 25%),40,66000,2640000,World,186000,0.0,With Al smelting mostly form coal,,,190,None,0,0.0,0.6973027770768572,0.0,0.0,0.10861380070225703,0.0,0.0,0.016837199637091876,0.052161032090813644,0.0,0.03142546104528821,0.09365972944769202,0,14.29948372288447,1084189.0761891042,0,0.0,17.72111111111111,0.0,1,,0,186000,0.0,5000,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Metro,Metro track,,0,2512.5,960,0,0,0,50,50,129.97512437810946,0,1,1
EB,Metro/urban train (ridership per train down by 50%),40,66000,2640000,World,186000,0.0,With Al smelting mostly form coal,,,142.5,None,0,0.0,0.6973027770768572,0.0,0.0,0.10861380070225703,0.0,0.0,0.016837199637091876,0.052161032090813644,0.0,0.03142546104528821,0.09365972944769202,0,14.29948372288447,1084189.0761891042,0,0.0,17.72111111111111,0.0,1,,0,186000,0.0,5000,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Metro,Metro track,,0,2512.5,960,0,0,0,50,50,103.98009950248756,0,1,1
EC,Metro/urban train (ridership per train up by 50%),40,66000,2640000,World,186000,0.0,With Al smelting mostly form coal,,,237.5,None,0,0.0,0.6973027770768572,0.0,0.0,0.10861380070225703,0.0,0.0,0.016837199637091876,0.052161032090813644,0.0,0.03142546104528821,0.09365972944769202,0,14.29948372288447,1084189.0761891042,0,0.0,17.72111111111111,0.0,1,,0,186000,0.0,5000,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Metro,Metro track,,0,2512.5,960,0,0,0,50,50,103.98009950248756,0,1,1
ED,Metro/urban train,40,66000,2640000,World,186000,0.0,With Al smelting mostly form coal,,,190,None,0,0.0,0.6973027770768572,0.0,0.0,0.10861380070225703,0.0,0.0,0.016837199637091876,0.052161032090813644,0.0,0.03142546104528821,0.09365972944769202,0,14.29948372288447,1084189.0761891042,0,0.0,17.72111111111111,0.0,1,,0,186000,0.0,5000,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Metro,Metro track,,0,2512.5,960,0,0,0,50,50,103.98009950248756,0,1,1
